Sentence_ID,Word,POS,NER
466,to,PART,O
466,nurse,VERB,O
466,station,NOUN,O
466,with,ADP,O
466,Ibuprofen.,PROPN,O
467,Send,VERB,ACTION
467,Ibuprofen,PROPN,O
467,to,ADP,O
467,Room,PROPN,B-LOC
467,435.,NUM,I-LOC
468,Bring,VERB,ACTION
468,Tylenol,PROPN,O
468,to,ADP,O
468,Room,PROPN,B-LOC
468,491.,NUM,I-LOC
469,Go,VERB,ACTION
469,to,ADP,O
469,doctors,NOUN,O
469,room,VERB,O
469,with,ADP,O
469,Tylenol.,PROPN,O
470,to,ADP,O
470,Tylenol,PROPN,O
470,Room,PROPN,O
470,Bring,PROPN,ACTION
470,101.,NUM,O
471,Transport,PROPN,ACTION
471,Tylenol,PROPN,O
471,to,ADP,O
471,Room,PROPN,B-LOC
471,512.,NUM,I-LOC
472,Transport,PROPN,ACTION
472,Tylenol,PROPN,O
472,to,ADP,O
472,doctors,NOUN,O
472,room.,NOUN,O
473,Navigate,VERB,ACTION
473,to,PART,O
473,RECEPTION,NOUN,LOC
473,with,ADP,O
473,Aspirin.,PROPN,O
474,Navigate,VERB,ACTION
474,to,ADP,O
474,Room,PROPN,B-LOC
474,449,NUM,I-LOC
474,with,ADP,O
474,Aspirin.,PROPN,O
475,Navigate,VERB,ACTION
475,to,ADP,O
475,Room,PROPN,B-LOC
475,362,NUM,I-LOC
475,with,ADP,O
475,Aspirin.,PROPN,O
476,Take,VERB,ACTION
476,Antibiotics,PROPN,O
476,to,PART,O
476,emergency,VERB,O
476,stage,NOUN,O
476,room.,NOUN,O
477,Proceed,VERB,ACTION
477,to,ADP,O
477,Room,PROPN,B-LOC
477,576,NUM,I-LOC
477,with,ADP,O
477,Aspirin.,PROPN,O
478,Send,VERB,ACTION
478,Antibiotics,PROPN,O
478,to,ADP,O
478,Room,PROPN,B-LOC
478,245.,NUM,I-LOC
479,Move,VERB,ACTION
479,to,ADP,O
479,Room,PROPN,B-LOC
479,404,NUM,I-LOC
479,with,ADP,O
479,together,ADJ,O
479,Aspirin.,PROPN,O
480,Take,VERB,ACTION
480,Antibiotics,PROPN,O
480,to,PART,O
480,Room,VERB,B-LOC
480,387.,NUM,I-LOC
481,Navigate,VERB,ACTION
481,to,PART,O
481,RECEPTION,NOUN,LOC
481,with,ADP,O
481,Penicillin.,PROPN,O
482,Send,VERB,ACTION
482,Paracetamol,PROPN,O
482,to,ADP,O
482,Room,PROPN,B-LOC
482,544.,NUM,I-LOC
483,Transport,PROPN,ACTION
483,Aspirin,PROPN,O
483,to,ADP,O
483,Room,PROPN,B-LOC
483,393.,NUM,I-LOC
484,Proceed,VERB,ACTION
484,to,ADP,O
484,doctors,NOUN,O
484,room,NOUN,O
484,with,ADP,O
484,Tylenol.,PROPN,O
485,Transport,PROPN,ACTION
485,Ibuprofen,PROPN,O
485,to,ADP,O
485,Room,PROPN,B-LOC
485,150.,NUM,I-LOC
486,Deliver,PROPN,ACTION
486,Antibiotics,PROPN,O
486,to,ADP,O
486,doctors,NOUN,O
486,room.,NOUN,O
487,Bring,VERB,ACTION
487,Antibiotics,PROPN,O
487,to,PART,O
487,Room,PROPN,B-LOC
487,513.,NUM,I-LOC
488,Proceed,VERB,ACTION
488,to,ADP,O
488,Room,PROPN,B-LOC
488,500,NUM,I-LOC
488,with,ADP,O
488,Tylenol.,PROPN,O
489,Proceed,VERB,ACTION
489,to,PART,O
489,nurse,VERB,O
489,station,NOUN,O
489,with,ADP,O
489,Ibuprofen.,PROPN,O
490,Transport,PROPN,ACTION
490,Paracetamol,PROPN,O
490,to,ADP,O
490,Room,PROPN,B-LOC
490,330.,NUM,I-LOC
491,Go,VERB,ACTION
491,to,ADP,O
491,ICU,PROPN,LOC
491,with,ADP,O
491,Paracetamol.,PROPN,O
492,Send,VERB,ACTION
492,Paracetamol,PROPN,O
492,to,ADP,O
492,Room,PROPN,B-LOC
492,177.,NUM,I-LOC
493,Go,VERB,ACTION
493,to,ADP,O
493,Room,PROPN,B-LOC
493,321,NUM,I-LOC
493,with,ADP,O
493,Antibiotics.,PROPN,O
494,Take,VERB,ACTION
494,Penicillin,PROPN,O
494,to,ADP,O
494,Room,PROPN,B-LOC
494,203.,NUM,I-LOC
495,Deliver,VERB,ACTION
495,Aspirin,PROPN,O
495,to,ADP,O
495,Room,PROPN,B-LOC
495,351.,NUM,I-LOC
496,Transport,PROPN,ACTION
496,Antibiotics,PROPN,O
496,to,ADP,O
496,emergency,NOUN,O
496,room.,NOUN,O
497,Transport,PROPN,ACTION
497,Antibiotics,PROPN,O
497,to,ADP,O
497,ICU.,PROPN,LOC
498,Send,VERB,ACTION
498,Ibuprofen,PROPN,O
498,to,PART,O
498,nurse,NOUN,O
498,station.,NOUN,O
499,Take,VERB,ACTION
499,Paracetamol,PROPN,O
499,to,ADP,O
499,reception.,NOUN,LOC
500,Move,VERB,ACTION
500,to,ADP,O
500,doctors,NOUN,O
500,room,VERB,O
500,with,ADP,O
500,Aspirin.,PROPN,O
501,Take,VERB,ACTION
501,Antibiotics,PROPN,O
501,to,ADP,O
501,ICU.,PROPN,LOC
502,Proceed,VERB,ACTION
502,to,ADP,O
502,Room,PROPN,B-LOC
502,594,NUM,I-LOC
502,with,ADP,O
502,Ibuprofen.,PROPN,O
503,Take,VERB,ACTION
503,Tylenol,PROPN,O
503,to,ADP,O
503,Room,PROPN,B-LOC
503,489.,NUM,I-LOC
504,Go,VERB,ACTION
504,to,ADP,O
504,Reception,PROPN,LOC
504,with,ADP,O
504,Aspirin.,PROPN,O
505,Navigate,VERB,ACTION
505,to,ADP,O
505,Room,PROPN,B-LOC
505,108,NUM,I-LOC
505,with,ADP,O
505,Antibiotics.,PROPN,O
506,Bring,VERB,ACTION
506,Paracetamol,PROPN,O
506,to,ADP,O
506,doctors,NOUN,O
506,room.,NOUN,O
507,Proceed,VERB,ACTION
507,to,ADP,O
507,Room,PROPN,B-LOC
507,133,NUM,I-LOC
507,with,ADP,O
507,son,NOUN,O
507,Paracetamol.,PROPN,O
508,Transport,PROPN,ACTION
508,Tylenol,PROPN,O
508,to,ADP,O
508,Room,PROPN,B-LOC
508,266.,NUM,I-LOC
509,Deliver,VERB,ACTION
509,Tylenol,PROPN,O
509,to,ADP,O
509,reception.,NOUN,LOC
510,Move,VERB,ACTION
510,to,ADP,O
510,doctors,NOUN,O
510,room,NOUN,O
510,with,ADP,O
510,Paracetamol.,PROPN,O
511,Go,VERB,ACTION
511,dream,NOUN,O
511,to,ADP,O
511,Room,PROPN,B-LOC
511,547,NUM,I-LOC
511,with,ADP,O
511,Aspirin.,PROPN,O
512,Take,VERB,ACTION
512,Tylenol,PROPN,O
512,to,ADP,O
512,Room,PROPN,B-LOC
512,147.,NUM,I-LOC
513,head,VERB,O
513,Navigate,PROPN,ACTION
513,to,ADP,O
513,emergency,NOUN,O
513,room,NOUN,O
513,with,ADP,O
513,towards,ADP,O
513,Penicillin.,PROPN,O
514,Send,VERB,ACTION
514,Ibuprofen,PROPN,O
514,to,ADP,O
514,Room,PROPN,B-LOC
514,552.,NUM,I-LOC
515,Go,VERB,ACTION
515,to,ADP,O
515,Room,PROPN,B-LOC
515,288,NUM,I-LOC
515,with,ADP,O
515,Tylenol.,PROPN,O
516,Move,VERB,ACTION
516,to,ADP,O
516,Room,PROPN,B-LOC
516,241,NUM,I-LOC
516,with,ADP,O
516,Ibuprofen.,PROPN,O
517,Bring,VERB,ACTION
517,Ibuprofen,PROPN,O
517,to,ADP,O
517,ICU.,PROPN,LOC
518,Transport,PROPN,ACTION
518,Paracetamol,PROPN,O
518,to,ADP,O
518,reception.,NOUN,LOC
519,Take,VERB,ACTION
519,Tylenol,PROPN,O
519,to,ADP,O
519,emergency,NOUN,O
519,room.,NOUN,O
520,Send,VERB,ACTION
520,Tylenol,NOUN,O
520,to,ADP,O
520,Room,PROPN,B-LOC
520,392.,NUM,I-LOC
521,Move,VERB,ACTION
521,to,ADP,O
521,Room,PROPN,B-LOC
521,144,NUM,I-LOC
521,with,ADP,O
521,Penicillin.,PROPN,O
522,nurse,NOUN,O
522,station,NOUN,O
522,to,ADP,O
522,Ibuprofen.,PROPN,O
522,Move,PUNCT,O
522,with,VERB,ACTION
523,Go,VERB,ACTION
523,to,ADP,O
523,Reception,PROPN,LOC
523,with,ADP,O
523,Paracetamol.,PROPN,O
524,Proceed,VERB,ACTION
524,to,ADP,O
524,emergency,NOUN,O
524,room,NOUN,O
524,with,ADP,O
524,Tylenol.,PROPN,O
525,Bring,VERB,ACTION
525,Ibuprofen,PROPN,O
525,to,ADP,O
525,Room,PROPN,B-LOC
525,237.,NUM,I-LOC
526,Deliver,VERB,ACTION
526,Aspirin,PROPN,O
526,to,ADP,O
526,Room,PROPN,B-LOC
526,530.,NUM,I-LOC
527,Send,VERB,ACTION
527,Aspirin,PROPN,O
527,to,ADP,O
527,reception.,NOUN,LOC
528,to,ADP,O
528,Paracetamol,PROPN,O
528,Send,PROPN,ACTION
528,477.,NUM,O
528,Room,PUNCT,O
529,Bring,VERB,ACTION
529,Tylenol,PROPN,O
529,to,ADP,O
529,emergency,NOUN,O
529,room.,NOUN,O
530,Send,VERB,ACTION
530,Paracetamol,PROPN,O
530,to,ADP,O
530,emergency,NOUN,O
530,room.,NOUN,O
531,Proceed,VERB,ACTION
531,to,ADP,O
531,Room,PROPN,B-LOC
531,384,NUM,I-LOC
531,with,ADP,O
531,Ibuprofen.,PROPN,O
532,Go,VERB,ACTION
532,to,PART,O
532,nurse,VERB,O
532,station,NOUN,O
532,with,ADP,O
532,Penicillin.,PROPN,O
533,Go,VERB,ACTION
533,knowledge,NOUN,O
533,to,ADP,O
533,RECEPTION,NOUN,LOC
533,with,ADP,O
533,Antibiotics.,PROPN,O
534,Send,VERB,ACTION
534,Paracetamol,PROPN,O
534,to,ADP,O
534,Room,PROPN,B-LOC
534,209.,NUM,I-LOC
535,Send,VERB,ACTION
535,Penicillin,PROPN,O
535,to,ADP,O
535,Room,PROPN,B-LOC
535,193.,NUM,I-LOC
536,nurse,NOUN,O
536,to,PART,O
536,station,VERB,O
536,Paracetamol.,PROPN,O
536,with,PUNCT,O
536,Navigate,ADP,O
537,doctors,NOUN,O
537,Antibiotics,PROPN,O
537,room.,NOUN,O
537,to,PUNCT,O
537,Bring,PART,O
538,emergency,NOUN,O
538,Tylenol.,PROPN,O
538,Move,PUNCT,O
538,to,VERB,ACTION
538,room,PART,O
538,with,VERB,O
539,Transport,PROPN,ACTION
539,Ibuprofen,PROPN,O
539,to,ADP,O
539,Room,PROPN,B-LOC
539,380.,NUM,I-LOC
540,Navigate,VERB,ACTION
540,to,ADP,O
540,ICU,PROPN,LOC
540,with,ADP,O
540,Tylenol.,PROPN,O
541,Proceed,VERB,ACTION
541,to,ADP,O
541,Room,PROPN,B-LOC
541,173,NUM,I-LOC
541,with,ADP,O
541,Tylenol.,PROPN,O
542,Send,VERB,ACTION
542,Ibuprofen,PROPN,O
542,to,ADP,O
542,Room,PROPN,B-LOC
542,342.,NUM,I-LOC
543,ICU,PROPN,LOC
543,Paracetamol.,PROPN,O
543,with,PUNCT,O
543,to,ADP,O
543,Go,PART,O
544,Go,VERB,ACTION
544,to,ADP,O
544,emergency,NOUN,O
544,room,NOUN,O
544,with,ADP,O
544,Penicillin.,PROPN,O
545,Proceed,VERB,ACTION
545,to,ADP,O
545,ICU,PROPN,LOC
545,with,ADP,O
545,Ibuprofen.,PROPN,O
546,Go,VERB,ACTION
546,to,ADP,O
546,Room,PROPN,B-LOC
546,426,NUM,I-LOC
546,with,ADP,O
546,Penicillin.,PROPN,O
547,Deliver,VERB,ACTION
547,Paracetamol,PROPN,O
547,to,PART,O
547,nurse,NOUN,O
547,station.,NOUN,O
548,Bring,VERB,ACTION
548,Paracetamol,PROPN,O
548,to,ADP,O
548,Room,PROPN,B-LOC
548,385.,NUM,I-LOC
549,Move,VERB,ACTION
549,to,ADP,O
549,Room,PROPN,B-LOC
549,215,NUM,I-LOC
549,with,ADP,O
549,Paracetamol.,PROPN,O
550,Transport,PROPN,ACTION
550,Paracetamol,PROPN,O
550,to,PART,O
550,nurse,NOUN,O
550,station.,NOUN,O
551,Go,VERB,ACTION
551,to,PART,O
551,nurse,VERB,O
551,station,NOUN,O
551,with,ADP,O
551,Aspirin.,PROPN,O
552,Proceed,VERB,ACTION
552,to,ADP,O
552,ICU,PROPN,LOC
552,with,ADP,O
552,Antibiotics.,PROPN,O
553,Navigate,VERB,ACTION
553,to,ADP,O
553,emergency,NOUN,O
553,room,NOUN,O
553,with,ADP,O
553,Tylenol.,PROPN,O
554,Bring,VERB,ACTION
554,Ibuprofen,PROPN,O
554,to,ADP,O
554,Room,PROPN,B-LOC
554,106.,NUM,I-LOC
555,Go,VERB,ACTION
555,to,ADP,O
555,Room,PROPN,B-LOC
555,491,NUM,I-LOC
555,with,ADP,O
555,Tylenol.,PROPN,O
556,Deliver,VERB,ACTION
556,Ibuprofen,PROPN,O
556,to,ADP,O
556,Rootm,PROPN,O
556,157.,NUM,O
557,Navigate,VERB,ACTION
557,to,PART,O
557,RECEPTION,NOUN,LOC
557,with,ADP,O
557,Tylenol.,PROPN,O
558,Send,VERB,ACTION
558,Tylenol,NOUN,O
558,to,ADP,O
558,Room,PROPN,B-LOC
558,497.,NUM,I-LOC
559,Bring,VERB,ACTION
559,Antibiotics,PROPN,O
559,to,ADP,O
559,emergency,NOUN,O
559,room.,NOUN,O
560,Take,VERB,ACTION
560,Paracetamol,PROPN,O
560,to,ADP,O
560,Room,PROPN,B-LOC
560,292.,NUM,I-LOC
561,Bring,VERB,ACTION
561,Penicillin,PROPN,O
561,to,ADP,O
561,emergency,NOUN,O
561,room.,NOUN,O
562,Go,VERB,ACTION
562,to,ADP,O
562,reception,NOUN,LOC
562,with,ADP,O
562,Ibuprofen.,PROPN,O
563,Transport,PROPN,ACTION
563,Antibiotics,PROPN,O
563,to,PART,O
563,Room,PROPN,B-LOC
563,413.,NUM,I-LOC
564,Bring,VERB,ACTION
564,Penicillin,PROPN,O
564,to,ADP,O
564,emergency,NOUN,O
564,room.,NOUN,O
565,Navigate,VERB,ACTION
565,to,ADP,O
565,doctors,NOUN,O
565,room,VERB,O
565,with,ADP,O
565,Aspirin.,PROPN,O
566,Take,VERB,ACTION
566,Tylenol,PROPN,O
566,to,ADP,O
566,Room,PROPN,B-LOC
566,297.,NUM,I-LOC
567,Proceed,VERB,ACTION
567,to,ADP,O
567,Room,PROPN,B-LOC
567,551,NUM,I-LOC
567,with,ADP,O
567,Ibuprofen.,PROPN,O
568,Go,VERB,ACTION
568,to,ADP,O
568,RECEPTION,NOUN,LOC
568,with,ADP,O
568,Antibiotics.,PROPN,O
569,Take,VERB,ACTION
569,Penicillin,PROPN,O
569,to,ADP,O
569,emergency,NOUN,O
569,room.,NOUN,O
570,Navigate,VERB,ACTION
570,to,ADP,O
570,Room,PROPN,B-LOC
570,420,NUM,I-LOC
570,with,ADP,O
570,Antibiotics.,PROPN,O
571,Send,VERB,ACTION
571,Antibiotics,PROPN,O
571,to,PART,O
571,reception.,NOUN,LOC
572,Navigate,VERB,ACTION
572,to,ADP,O
572,Room,NOUN,B-LOC
572,178,NUM,I-LOC
572,with,ADP,O
572,Aspirin.,PROPN,O
573,Transport,PROPN,ACTION
573,Penicillin,PROPN,O
573,to,ADP,O
573,emergency,NOUN,O
573,room.,NOUN,O
574,Move,VERB,ACTION
574,to,ADP,O
574,Room,PROPN,B-LOC
574,445,NUM,I-LOC
574,open,ADJ,O
574,with,ADP,O
574,Aspirin.,PROPN,O
575,Take,VERB,ACTION
575,Penicillin,PROPN,O
575,to,ADP,O
575,Room,PROPN,B-LOC
575,130.,NUM,I-LOC
576,Transport,PROPN,ACTION
576,Tylenol,PROPN,O
576,to,ADP,O
576,ICU.,PROPN,LOC
577,Move,VERB,ACTION
577,to,PART,O
577,nurse,VERB,O
577,station,NOUN,O
577,with,ADP,O
577,Penicillin.,PROPN,O
578,Go,VERB,ACTION
578,to,ADP,O
578,Room,PROPN,B-LOC
578,316,NUM,I-LOC
578,with,ADP,O
578,Penicillin.,PROPN,O
579,Proceed,VERB,ACTION
579,to,ADP,O
579,ICU,PROPN,LOC
579,with,ADP,O
579,Aspirin.,PROPN,O
580,Navigate,VERB,ACTION
580,to,ADP,O
580,Room,PROPN,B-LOC
580,593,NUM,I-LOC
580,with,ADP,O
580,Ibuprofen.,PROPN,O
581,Proceed,VERB,ACTION
581,to,ADP,O
581,emergency,NOUN,O
581,room,NOUN,O
581,with,ADP,O
581,Penicillin.,PROPN,O
582,Proceed,VERB,ACTION
582,to,ADP,O
582,Room,PROPN,B-LOC
582,570,NUM,I-LOC
582,with,ADP,O
582,Ibuprofen.,PROPN,O
583,Go,VERB,ACTION
583,to,ADP,O
583,Room,PROPN,B-LOC
583,524,NUM,I-LOC
583,with,ADP,O
583,Tylenol.,PROPN,O
584,Navigate,VERB,ACTION
584,to,ADP,O
584,Room,PROPN,B-LOC
584,454,NUM,I-LOC
584,with,ADP,O
584,Penicillin.,PROPN,O
585,Transport,PROPN,ACTION
585,Tylenol,PROPN,O
585,to,ADP,O
585,Room,PROPN,B-LOC
585,396.,NUM,I-LOC
586,Move,VERB,ACTION
586,to,ADP,O
586,Room,PROPN,B-LOC
586,246,NUM,I-LOC
586,with,ADP,O
586,Penicillin.,PROPN,O
587,Bring,VERB,ACTION
587,Penicillin,PROPN,O
587,to,ADP,O
587,Room,PROPN,B-LOC
587,306.,NUM,I-LOC
588,Go,VERB,ACTION
588,to,ADP,O
588,Room,PROPN,B-LOC
588,571,NUM,I-LOC
588,with,ADP,O
588,Paracetamol.,PROPN,O
589,Move,VERB,ACTION
589,to,ADP,O
589,ICU,PROPN,LOC
589,with,ADP,O
589,Antibiotics.,PROPN,O
590,Transport,PROPN,ACTION
590,Paracetamol,PROPN,O
590,to,ADP,O
590,doctors,NOUN,O
590,room.,NOUN,O
591,Take,VERB,ACTION
591,Paracetamol,PROPN,O
591,to,ADP,O
591,Room,PROPN,O
591,generation,NOUN,O
591,480.,NUM,O
592,Deliver,VERB,ACTION
592,Aspirin,PROPN,O
592,to,ADP,O
592,Room,PROPN,B-LOC
592,204.,NUM,I-LOC
593,Move,VERB,ACTION
593,to,PART,O
593,nurse,VERB,O
593,station,NOUN,O
593,with,ADP,O
593,Penicillin.,PROPN,O
594,Go,VERB,ACTION
594,to,ADP,O
594,reception,NOUN,LOC
594,with,ADP,O
594,Antibiotics.,PROPN,O
595,Transport,PROPN,ACTION
595,Penicillin,PROPN,O
595,to,AUX,O
595,reception.,NOUN,LOC
596,Move,VERB,ACTION
596,to,PART,O
596,nurse,VERB,O
596,station,NOUN,O
596,with,ADP,O
596,Tylenol.,PROPN,O
597,Send,VERB,ACTION
597,Penicillin,PROPN,O
597,to,ADP,O
597,reception.,NOUN,LOC
598,Deliver,VERB,ACTION
598,Aspirin,PROPN,O
598,to,ADP,O
598,Room,PROPN,B-LOC
598,476.,NUM,I-LOC
599,Send,VERB,ACTION
599,Antibiotics,PROPN,O
599,to,PART,O
599,Room,PROPN,B-LOC
599,540.,NUM,I-LOC
600,Navigate,VERB,ACTION
600,to,ADP,O
600,Room,PROPN,B-LOC
600,239,NUM,I-LOC
600,with,ADP,O
600,Aspirin.,PROPN,O
601,Transport,NOUN,ACTION
601,statement,NOUN,O
601,Antibiotics,PROPN,O
601,to,ADP,O
601,emergency,NOUN,O
601,room.,NOUN,O
602,Move,VERB,ACTION
602,to,ADP,O
602,Room,PROPN,B-LOC
602,328,NUM,I-LOC
602,with,ADP,O
602,Antibiotics.,PROPN,O
603,Send,VERB,ACTION
603,Penicillin,PROPN,O
603,to,ADP,O
603,reception.,NOUN,LOC
604,Transport,PROPN,ACTION
604,Penicillin,PROPN,O
604,to,PART,O
604,nurse,VERB,O
604,station.,NOUN,O
605,Deliver,VERB,ACTION
605,Paracetamol,PROPN,O
605,to,ADP,O
605,emergency,NOUN,O
605,room.,NOUN,O
606,Send,VERB,ACTION
606,Antibiotics,PROPN,O
606,to,PART,O
606,Room,PROPN,B-LOC
606,203.,NUM,I-LOC
607,Go,VERB,ACTION
607,to,ADP,O
607,emergency,NOUN,O
607,room,NOUN,O
607,with,ADP,O
607,Penicillin.,PROPN,O
608,to,PART,O
608,room.,VERB,O
608,emergency,PUNCT,O
608,Deliver,NOUN,O
608,Tylenol,PROPN,ACTION
609,Move,VERB,ACTION
609,to,ADP,O
609,RECEPTION,NOUN,LOC
609,with,ADP,O
609,Ibuprofen.,PROPN,O
610,Transport,NOUN,ACTION
610,towards,ADP,O
610,Antibiotics,PROPN,O
610,to,PART,O
610,Room,VERB,B-LOC
610,600.,NUM,I-LOC
610,head,PUNCT,O
611,Navigate,VERB,ACTION
611,to,ADP,O
611,doctors,NOUN,O
611,room,NOUN,O
611,with,ADP,O
611,Penicillin.,PROPN,O
612,Move,VERB,ACTION
612,to,ADP,O
612,RECEPTION,NOUN,LOC
612,with,ADP,O
612,Ibuprofen.,PROPN,O
613,to,ADP,O
613,with,ADP,O
613,Room,PROPN,O
613,Proceed,VERB,ACTION
613,315,NUM,O
613,Paracetamol.,PROPN,O
614,Navigate,VERB,ACTION
614,to,ADP,O
614,Room,NOUN,B-LOC
614,279,NUM,I-LOC
614,with,ADP,O
614,Penicillin.,PROPN,O
615,Proceed,VERB,ACTION
615,Penicillin.,PROPN,O
615,to,PUNCT,O
615,with,ADP,O
615,Room,ADP,O
615,284,NUM,O
616,Go,VERB,ACTION
616,to,PART,O
616,nurse,VERB,O
616,station,NOUN,O
616,with,ADP,O
616,Tylenol.,PROPN,O
617,Transport,PROPN,ACTION
617,Paracetamol,PROPN,O
617,to,ADP,O
617,doctors,NOUN,O
617,room.,NOUN,O
618,Transport,PROPN,ACTION
618,Aspirin,PROPN,O
618,to,ADP,O
618,Room,PROPN,B-LOC
618,126.,NUM,I-LOC
618,Reception,PUNCT,O
619,Go,VERB,ACTION
619,to,PART,O
619,nurse,VERB,O
619,station,NOUN,O
619,with,ADP,O
619,Paracetamol.,PROPN,O
620,Deliver,PROPN,ACTION
620,Antibiotics,PROPN,O
620,to,PART,O
620,Room,PROPN,B-LOC
620,249.,NUM,I-LOC
621,Navigate,VERB,ACTION
621,to,ADP,O
621,doctors,NOUN,O
621,room,NOUN,O
621,with,ADP,O
621,Penicillin.,PROPN,O
622,Proceed,VERB,ACTION
622,to,ADP,O
622,ICU,PROPN,LOC
622,with,ADP,O
622,Ibuprofen.,PROPN,O
623,Deliber,PROPN,O
623,Ibuprofen,PROPN,O
623,to,PART,O
623,nurse,NOUN,O
623,station.,NOUN,O
624,Deliver,VERB,ACTION
624,Tylenol,PROPN,O
624,to,ADP,O
624,ICU.,PROPN,LOC
625,Proceed,VERB,ACTION
625,to,ADP,O
625,Room,PROPN,B-LOC
625,413,NUM,I-LOC
625,with,ADP,O
625,Aspirin.,PROPN,O
626,Move,VERB,ACTION
626,to,ADP,O
626,ICU,PROPN,LOC
626,with,ADP,O
626,Penicillin.,PROPN,O
627,Deliver,PROPN,ACTION
627,Antibiotics,PROPN,O
627,to,PART,O
627,Room,VERB,B-LOC
627,158.,NUM,I-LOC
628,Proceed,VERB,ACTION
628,ty,NOUN,O
628,doctors,NOUN,O
628,room,NOUN,O
628,with,ADP,O
628,Penicillin.,PROPN,O
629,to,PART,O
629,Move,VERB,ACTION
629,with,ADP,O
629,Antibiotics.,PROPN,O
629,station,PUNCT,O
629,nurse,NOUN,O
630,to,ADP,O
630,Navigate,PROPN,ACTION
630,Room,PROPN,O
630,Aspirin.,PROPN,O
630,with,PUNCT,O
630,334,ADP,O
631,Transport,PROPN,ACTION
631,Ibuprofen,PROPN,O
631,to,ADP,O
631,Room,PROPN,B-LOC
631,585.,NUM,I-LOC
632,Bring,VERB,ACTION
632,Ibuprofen,PROPN,O
632,to,PART,O
632,nurse,NOUN,O
632,station.,NOUN,O
633,Transport,PROPN,ACTION
633,Tylenol,PROPN,O
633,to,ADP,O
633,Room,PROPN,B-LOC
633,600.,NUM,I-LOC
634,Proceed,VERB,ACTION
634,to,PART,O
634,nurse,VERB,O
634,station,NOUN,O
634,with,ADP,O
634,Ibuprofen.,PROPN,O
635,Transport,PROPN,ACTION
635,Ibuprofen,PROPN,O
635,to,ADP,O
635,Room,PROPN,B-LOC
635,135.,NUM,I-LOC
635,doctors,PUNCT,O
635,room,NOUN,O
636,Proceed,VERB,ACTION
636,to,ADP,O
636,Room,PROPN,B-LOC
636,251,NUM,I-LOC
636,with,ADP,O
636,Paracetamol.,PROPN,O
637,Go,VERB,ACTION
637,to,ADP,O
637,doctors,NOUN,O
637,room,VERB,O
637,doctors,NOUN,O
637,room,VERB,O
637,with,ADP,O
637,Penicillin.,PROPN,O
638,Navigate,VERB,ACTION
638,to,ADP,O
638,Room,PROPN,B-LOC
638,501,NUM,I-LOC
638,with,ADP,O
638,Penicillin.,PROPN,O
639,Navigate,VERB,ACTION
639,to,ADP,O
639,Room,PROPN,B-LOC
639,171,NUM,I-LOC
639,with,ADP,O
639,Paracetamol.,PROPN,O
640,Deliver,VERB,ACTION
640,Aspirin,PROPN,O
640,to,ADP,O
640,Room,PROPN,B-LOC
640,386.,NUM,I-LOC
641,Move,VERB,ACTION
641,to,ADP,O
641,Room,PROPN,B-LOC
641,534,NUM,I-LOC
641,with,ADP,O
641,Paracetamol.,PROPN,O
642,Transport,PROPN,ACTION
642,Tylenol,PROPN,O
642,to,ADP,O
642,Room,PROPN,B-LOC
642,520.,NUM,I-LOC
643,reception,NOUN,LOC
643,Navigate,PROPN,ACTION
643,Penicillin.,PROPN,O
643,with,PUNCT,O
643,to,ADP,O
644,ICU,ADV,LOC
644,to,PART,O
644,Go,VERB,ACTION
644,Paracetamol.,PROPN,O
644,with,PUNCT,O
645,Transport,PROPN,ACTION
645,Penicillin,PROPN,O
645,to,ADP,O
645,doctors,NOUN,O
645,room.,NOUN,O
646,Penicillin,PROPN,O
646,room.,NOUN,O
646,emergency,PUNCT,O
646,Bring,NOUN,O
646,to,VERB,ACTION
647,Navigate,VERB,ACTION
647,to,ADP,O
647,ICU,PROPN,LOC
647,with,ADP,O
647,Penicillin.,PROPN,O
648,Deliver,VERB,ACTION
648,Penicillin,PROPN,O
648,to,ADP,O
648,doctors,NOUN,O
648,room.,NOUN,O
649,Send,VERB,ACTION
649,Antibiotics,PROPN,O
649,to,ADP,O
649,ICU.,PROPN,LOC
650,Send,VERB,ACTION
650,Ibuprofen,PROPN,O
650,to,ADP,O
650,Rooyoom,PROPN,O
650,294.,NUM,O
651,Take,VERB,ACTION
651,Antibiotics,PROPN,O
651,to,ADP,O
651,ICU.,PROPN,LOC
652,Send,VERB,ACTION
652,Antibiotics,PROPN,O
652,to,ADP,O
652,emergency,NOUN,O
652,room.,NOUN,O
653,Move,VERB,ACTION
653,to,PART,O
653,nurse,VERB,O
653,station,NOUN,O
653,with,ADP,O
653,Tylenol.,PROPN,O
654,Go,VERB,ACTION
654,to,PART,O
654,nurse,VERB,O
654,station,NOUN,O
654,with,ADP,O
654,Aspirin.,PROPN,O
655,Bring,VERB,ACTION
655,Aspirin,PROPN,O
655,to,ADP,O
655,Room,PROPN,B-LOC
655,218.,NUM,I-LOC
656,Go,VERB,ACTION
656,to,ADP,O
656,Room,PROPN,B-LOC
656,306,NUM,I-LOC
656,with,ADP,O
656,Penicillin.,PROPN,O
657,Navigate,VERB,ACTION
657,to,ADP,O
657,ICU,PROPN,LOC
657,with,ADP,O
657,Penicillin.,PROPN,O
658,Transport,PROPN,ACTION
658,Tylenol,PROPN,O
658,to,ADP,O
658,Room,PROPN,B-LOC
658,567.,NUM,I-LOC
659,Go,VERB,ACTION
659,to,ADP,O
