Sentence_ID;Word;Label
293;Tylenol.;O
294;Take;ACTION
294;Paracetamol;MEDICINE
294;to;O
294;Room 223.;LOCATION
295;Proceed;ACTION
295;to;O
295;nurse station;LOCATION
295;with;O
295;Ibuprofen.;O
296;Take;ACTION
296;Penicillin;MEDICINE
296;to;O
296;emergency_room.;O
297;Move;ACTION
297;to;O
297;doctors room;LOCATION
297;with;O
297;Penicillin.;O
298;Head towards;ACTION
298;to;O
298;Room 236;LOCATION
298;with;O
298;Cough;O
298;Syrup.;O
299;Move;ACTION
299;to;O
299;Room 367;LOCATION
299;with;O
299;Cough;O
299;Syrup.;O
300;Proceed;ACTION
300;to;O
300;Room 289;LOCATION
300;with;O
300;Aspirin.;O
301;Move;ACTION
301;to;O
301;emergency room;LOCATION
301;with;O
301;Aspirin.;O
302;Head towards;ACTION
302;to;O
302;ICU;LOCATION
302;with;O
302;Tylenol.;O
303;Send;ACTION
303;Antibioticcbiotics;O
303;to;O
303;nurse_station.;O
304;Deliver;ACTION
304;Ibuprofen;MEDICINE
304;to;O
304;Room 272.;LOCATION
305;Go;ACTION
305;to;O
305;Room 125;LOCATION
305;with;O
305;Cough;O
305;Syrup.;O
306;Go;ACTION
306;to;O
306;reception;LOCATION
306;with;O
306;Tylenol.;O
307;Deliver;ACTION
307;Tylenol;MEDICINE
307;to;O
307;reception.;O
308;Send;ACTION
308;fall;O
308;Paracetamol;MEDICINE
308;to;O
308;ICU.;O
309;Take;ACTION
309;Penicillin;MEDICINE
309;to;O
309;ICU.;O
310;Head towards;ACTION
310;to;O
310;ICU;LOCATION
310;with;O
310;Tylenol.;O
311;Transport;ACTION
311;Tylenol;MEDICINE
311;to;O
311;Room 388.;LOCATION
312;Bring;ACTION
312;Aspirin;MEDICINE
312;to;O
312;emergency_room.;O
313;Go;ACTION
313;to;O
313;Room 600;LOCATION
313;with;O
313;Tylenol.;O
314;Proceed;ACTION
314;to;O
314;emergency room;LOCATION
314;with;O
314;Paracetamol.;O
315;Transport;ACTION
315;head;O
315;Penicillin;MEDICINE
315;to;O
315;emergency;O
315;towards;O
315;room.;O
316;Transport;ACTION
316;Cough;O
316;Syrup;O
316;to;O
316;Room 475.;LOCATION
317;Bring;ACTION
317;Aspirin;MEDICINE
317;to;O
317;reception.;O
318;Send;ACTION
318;Tylenol;MEDICINE
318;to;O
318;Room 121.;LOCATION
319;Go;ACTION
319;to;O
319;nurse station;LOCATION
319;with;O
319;Aspirin.;O
320;Navigate;ACTION
320;to;O
320;Room 237;LOCATION
320;with;O
320;Ibuprofen.;O
321;Bring;ACTION
321;Penicillin;MEDICINE
321;to;O
321;Room 139.;LOCATION
322;Proceed;ACTION
322;to;O
322;doctors room;LOCATION
322;with;O
322;Penicillin.;O
323;Move;ACTION
323;to;O
323;emergency room;LOCATION
323;with;O
323;Penicillin.;O
324;Go;ACTION
324;Room to;LOCATION
324;140;O
324;Tylenol.;O
324;with;O
325;Move;ACTION
325;to;O
325;Room 582;LOCATION
325;with;O
325;Cough;O
325;Syrup.;O
326;to;O
326;Send;ACTION
326;232.;O
326;Room Tylenol;LOCATION
327;Transport;ACTION
327;Penicillin;MEDICINE
327;to;O
327;ICU.;O
328;Navigate;ACTION
328;to;O
328;Room 393;LOCATION
328;with;O
328;Paracetamol.;O
329;Go;ACTION
329;to;O
329;emergency room;LOCATION
329;with;O
329;Ibuprofen.;O
330;Take;ACTION
330;Tylenol;MEDICINE
330;to;O
330;nurse_station.;O
331;Transport;ACTION
331;Tylenol;MEDICINE
331;to;O
331;Room 111.;LOCATION
332;Send;ACTION
332;Penicillin;MEDICINE
332;to;O
332;Room 157.;LOCATION
333;Take;ACTION
333;Antibiotics;MEDICINE
333;to;O
333;doctors_room.;O
334;Bring;ACTION
334;Antibiotics;MEDICINE
334;to;O
334;ICU.;O
335;Bring;ACTION
335;Antibiotics;MEDICINE
335;to;O
335;reception.;O
336;Navigate;ACTION
336;to;O
336;reception;LOCATION
336;with;O
336;Antibiotics.;O
337;Send;ACTION
337;Cough;O
337;Syrup;O
337;to;O
337;nurse_station.;O
338;Navigate;ACTION
338;to;O
338;Room 487;LOCATION
338;with;O
338;Antibiotics.;O
339;Navigate;ACTION
339;to;O
339;doctors room;LOCATION
339;with;O
339;Tylenol.;O
340;Transport;ACTION
340;Antibiotics;MEDICINE
340;to;O
340;emergency_room.;O
341;Deliver;ACTION
341;Paracetamol;MEDICINE
341;to;O
341;Room 551.;LOCATION
342;Take;ACTION
342;read;O
342;Penicillin;MEDICINE
342;to;O
342;Room 471.;LOCATION
343;Deliver;ACTION
343;Reception;LOCATION
343;Tylenol;MEDICINE
343;to;O
343;Room 390.;LOCATION
344;Deliver;ACTION
344;Tylenol;MEDICINE
344;to;O
344;reception.;O
345;Send;ACTION
345;Aspirin;MEDICINE
345;to;O
345;Room 218.;LOCATION
346;Move;ACTION
346;to;O
346;ICU;LOCATION
346;with;O
346;Paracetamol.;O
347;Proceed;ACTION
347;to;O
347;Room 189;LOCATION
347;with;O
347;Cough;O
347;Syrup.;O
348;Head towards;ACTION
348;to;O
348;Room 341;LOCATION
348;with;O
348;Ibuprofen.;O
349;Transport;ACTION
349;Tylenol;MEDICINE
349;to;O
349;Room 195.;LOCATION
350;Take;ACTION
350;Penicillin;MEDICINE
350;to;O
350;Room 361.;LOCATION
351;Navigate;ACTION
351;to;O
351;ICU;LOCATION
351;with;O
351;Aspirin.;O
352;Proceed;ACTION
352;to;O
352;doctors room;LOCATION
352;with;O
352;Antibiotics.;O
353;Move;ACTION
353;to;O
353;Room 273;LOCATION
353;with;O
353;Cough;O
353;Syrup.;O
354;Tgansport;O
354;Antibiotics;MEDICINE
354;to;O
354;reception.;O
355;Bring;ACTION
355;Aspirin;MEDICINE
355;to;O
355;doctors_room.;O
356;Syrup;O
356;to;O
356;Deliver;ACTION
356;ICU.;O
356;Cough;O
357;Move;ACTION
357;to;O
357;Reception;LOCATION
357;with;O
357;Cough;O
357;Syrup.;O
358;Go;ACTION
358;to;O
358;nurse station;LOCATION
358;with;O
358;Cough;O
358;Syrup.;O
359;Proceed;ACTION
359;to;O
359;Room 105;LOCATION
359;with;O
359;Ibuprofen.;O
360;Proceed;ACTION
360;to;O
360;Room 498;LOCATION
360;with;O
360;Paracetamol.;O
361;Transport;ACTION
361;Ibuprofen;MEDICINE
361;to;O
361;ICU.;O
362;Go;ACTION
362;to;O
362;emergency room;LOCATION
362;with;O
362;Cough;O
362;Syrup.;O
363;Take;ACTION
363;Cough;O
363;Syrup;O
363;to;O
363;reception.;O
364;Deliver;ACTION
364;Penicillin;MEDICINE
364;to;O
364;ICU.;O
365;Bring;ACTION
365;Antibiotics;MEDICINE
365;to;O
365;nurse_station.;O
366;Bring;ACTION
366;Paracetamol;MEDICINE
366;to;O
366;nurse_station.;O
367;Take;ACTION
367;Cough;O
367;Syrup;O
367;to;O
367;emergency_room.;O
368;Take;ACTION
368;Antibiotics;MEDICINE
368;to;O
368;Room 574.;LOCATION
369;Head towards;ACTION
369;to;O
369;Room 362;LOCATION
369;with;O
369;Aspirin.;O
370;Transport;ACTION
370;Paracetamol;MEDICINE
370;to;O
370;nurse_station.;O
371;Deliver;ACTION
371;Ibuprofen;MEDICINE
371;to;O
371;Room 341.;LOCATION
372;Bring;ACTION
372;Aspirin;MEDICINE
372;to;O
372;Room 123.;LOCATION
373;Go;ACTION
373;to;O
373;Room 186;LOCATION
373;with;O
373;Aspirin.;O
374;Transport;ACTION
374;Antibiotics;MEDICINE
374;to;O
374;reception.;O
375;Transport;ACTION
375;Penicillin;MEDICINE
375;to;O
375;doctors_room.;O
376;Bring;ACTION
376;Cough;O
376;Syrup;O
376;to;O
376;Room 237.;LOCATION
377;Transport;ACTION
377;Paracetamol;MEDICINE
377;to;O
377;Room 358.;LOCATION
378;Head towards;ACTION
378;to;O
378;doctors room;LOCATION
378;with;O
378;Tylenol.;O
379;Go;ACTION
379;to;O
379;Room 144;LOCATION
379;with;O
379;Antibiotics.;O
380;Navigate;ACTION
380;to;O
380;emergency room;LOCATION
380;with;O
380;Antibiotics.;O
381;Navigate;ACTION
381;to;O
381;doctors room;LOCATION
381;with;O
381;Cough;O
381;Syrup.;O
382;Send;ACTION
382;Tylenol;MEDICINE
382;to;O
382;nurse_station.;O
383;Deliver;ACTION
383;Cough;O
383;Syrup;O
383;to;O
383;ICU.;O
384;with;O
384;to;O
384;Proceed;ACTION
384;Reception;LOCATION
384;Ibuprofen.;O
385;Move;ACTION
385;tx;O
385;emergency room;LOCATION
385;with;O
385;Paracetamol.;O
386;Head towards;ACTION
386;to;O
386;Room 307;LOCATION
386;with;O
386;Tylenol.;O
387;Go;ACTION
387;to;O
387;Room 453;LOCATION
387;with;O
387;Paracetamol.;O
388;Head towards;ACTION
388;to;O
388;nurse station;LOCATION
388;with;O
388;Antibiotics.;O
389;Head towards;ACTION
389;to;O
389;doctors room;LOCATION
389;with;O
389;Tylenol.;O
390;Send;ACTION
390;Aspirin;MEDICINE
390;to;O
390;Room 593.;LOCATION
391;Send;ACTION
391;Ibuprofen;MEDICINE
391;to;O
391;reception.;O
392;Take;ACTION
392;Paracetamol;MEDICINE
392;to;O
392;reception.;O
393;Go;ACTION
393;to;O
393;Room 136;LOCATION
393;with;O
393;Cough;O
393;Syrup.;O
394;Bring;ACTION
394;Ibuprofen;MEDICINE
394;to;O
394;nurse_station.;O
395;Navigate;ACTION
395;to;O
395;nurse station;LOCATION
395;with;O
395;Paracetamol.;O
396;Take;ACTION
396;Tylenol;MEDICINE
396;to;O
396;emergency_room.;O
397;Move;ACTION
397;to;O
397;Room 353;LOCATION
397;with;O
397;Tylenol.;O
398;Bring;ACTION
398;Ibuprofen;MEDICINE
398;to;O
398;reception.;O
399;Send;ACTION
399;Antibiotics;MEDICINE
399;to;O
399;doctors_room.;O
400;Proceed;ACTION
400;to;O
400;reception;LOCATION
400;with;O
400;Ibuprofen.;O
401;Navigate;ACTION
401;to;O
401;reception;LOCATION
401;with;O
401;Cough;O
401;Syrup.;O
402;Deliver;ACTION
402;Antibiotics;MEDICINE
402;to;O
402;nurse_station.;O
403;Head towards;ACTION
403;to;O
403;Room 491;LOCATION
403;with;O
403;Paracetamol.;O
404;Take;ACTION
404;Cough;O
404;Syrup;O
404;to;O
404;emergency_room.;O
405;Transport;ACTION
405;Tylenol;MEDICINE
405;to;O
405;doctors_room.;O
406;Take;ACTION
406;Aspirin;MEDICINE
406;to;O
406;Room 497.;LOCATION
407;Go;ACTION
407;to;O
407;Room 272;LOCATION
407;with;O
407;Penicillin.;O
408;Proceed;ACTION
408;to;O
408;Room 550;LOCATION
408;with;O
408;Ibuprofen.;O
409;Go;ACTION
409;to;O
409;Room 309;LOCATION
409;with;O
409;Penicillin.;O
410;Head towards;ACTION
410;to;O
410;nurse;O
410;anything;O
410;station;O
410;with;O
410;Penicillin.;O
411;Move;ACTION
411;to;O
411;Room 396;LOCATION
411;with;O
411;Paracetamol.;O
412;Send;ACTION
412;Ibuprofen;MEDICINE
412;336.;O
412;to;O
413;Transport;ACTION
413;Aspirin;MEDICINE
413;to;O
413;Room 434.;LOCATION
414;Transport;ACTION
414;Cough;O
414;Syrup;O
414;to;O
414;Room 366.;LOCATION
415;Deliver;ACTION
415;Aspirin;MEDICINE
415;to;O
415;emergency_room.;O
416;Move;ACTION
416;to;O
416;Room 271;LOCATION
416;with;O
416;Tylenol.;O
417;Bring;ACTION
417;Penicillin;MEDICINE
417;to;O
417;ICU.;O
418;Move;ACTION
418;to;O
418;doctors room;LOCATION
418;with;O
418;determine;O
418;Ibuprofen.;O
419;Bring;ACTION
419;Aspirin;MEDICINE
419;to;O
419;ICU.;O
420;Transport;ACTION
420;Tylenol;MEDICINE
420;to;O
420;nurse_station.;O
421;Navigate;ACTION
421;to;O
421;Room 506;LOCATION
421;with;O
421;Penicillin.;O
422;Go;ACTION
422;to;O
422;nurse station;LOCATION
422;with;O
422;Tylenol.;O
423;to;O
423;Deliver;ACTION
423;Room 121.;LOCATION
423;Tylenol;MEDICINE
424;Deliver;ACTION
424;Ibuprofen;MEDICINE
424;to;O
424;emergency;O
424;head;O
424;room.;O
424;towards;O
425;Take;ACTION
425;Cough;O
425;Syrup;O
425;to;O
425;Room 553.;LOCATION
426;Take;ACTION
426;Cough;O
426;Syrup;O
426;to;O
426;reception.;O
427;to;O
427;Room with;LOCATION
427;Ibuprofen.;O
427;126;O
427;Go;ACTION
428;Proceed;ACTION
428;to;O
428;Room 270;LOCATION
428;with;O
428;Penicillin.;O
429;Move;ACTION
429;to;O
429;doctors room;LOCATION
429;with;O
429;Cough;O
429;Syrup.;O
430;Transport;ACTION
430;Cough;O
430;Syrup;O
430;to;O
430;Room 408.;LOCATION
431;Go;ACTION
431;to;O
431;emergency room;LOCATION
431;with;O
431;Penicillin.;O
432;person;O
432;Deliver;ACTION
432;Ibuprofen;MEDICINE
432;to;O
432;reception.;O
433;Head towards;ACTION
433;to;O
433;nurse station;LOCATION
433;with;O
433;Aspirin.;O
434;Deliver;ACTION
434;Antibiotics;MEDICINE
434;to;O
434;nurse_station.;O
435;Move;ACTION
435;to;O
435;Room 578;LOCATION
435;with;O
435;Ibuprofen.;O
436;Bring;ACTION
436;head;O
436;towards;O
436;Cough;O
436;Syrup;O
436;to;O
436;nurse_station.;O
437;Head towards;ACTION
437;to;O
437;emergency room;LOCATION
437;with;O
437;Tylenol.;O
438;Proceed;ACTION
438;to;O
438;Room 537;LOCATION
438;with;O
438;Penicillin.;O
439;Move;ACTION
439;to;O
439;Room 448;LOCATION
439;with;O
439;Antibiotics.;O
440;Move;ACTION
440;to;O
440;Room 263;LOCATION
440;with;O
440;Ibuprofen.;O
441;Proceed;ACTION
441;to;O
441;Room 129;LOCATION
441;emergency room;LOCATION
441;with;O
441;Aspirin.;O
442;Head towards;ACTION
442;to;O
442;Room 190;LOCATION
442;with;O
442;Aspirin.;O
443;Go;ACTION
443;to;O
443;emergency room;LOCATION
443;with;O
443;Aspirin.;O
444;Navigate;ACTION
444;to;O
444;Room 566;LOCATION
444;with;O
444;Ibuprofen.;O
445;Deliver;ACTION
445;reception;LOCATION
445;Antibiotics;MEDICINE
445;to;O
445;nurse_station.;O
446;Head towards;ACTION
446;to;O
446;Room 218;LOCATION
446;more;O
446;with;O
446;Cough;O
446;Syrup.;O
447;Go;ACTION
447;to;O
447;reception;LOCATION
447;with;O
447;Ibuprofen.;O
448;Navigate;ACTION
448;to;O
448;nurse station;LOCATION
448;with;O
448;Antibiotics.;O
449;Deliver;ACTION
449;Ibuprofen;MEDICINE
449;to;O
449;nurse_station.;O
450;Move;ACTION
450;to;O
450;Room 152;LOCATION
450;with;O
450;Aspirin.;O
451;Move;ACTION
451;to;O
451;ICU;LOCATION
451;with;O
451;Ibuprofen.;O
452;Navigate;ACTION
452;to;O
452;doctors room;LOCATION
452;with;O
452;Antibiotics.;O
453;Deliver;ACTION
453;Antibiotics;MEDICINE
453;to;O
453;nurse_station.;O
454;Move;ACTION
454;to;O
454;emergency room;LOCATION
454;with;O
454;Aspirin.;O
455;Transport;ACTION
455;Ibuprofen;MEDICINE
455;to;O
455;reception.;O
456;Take;ACTION
456;Ibuprofen;MEDICINE
456;to;O
456;reception.;O
457;Send;ACTION
457;Ibuprofen;MEDICINE
457;to;O
457;Room 257.;LOCATION
458;ICU;LOCATION
458;Antibiotics;MEDICINE
458;to;O
458;ICU.;O
459;Transport;ACTION
459;Penicillin;MEDICINE
459;to;O
459;reception.;O
460;Transport;ACTION
460;Aspirin;MEDICINE
460;to;O
460;ICU.;O
461;Room Take;LOCATION
461;Penicillin;MEDICINE
461;to;O
461;491.;O
462;Proceed;ACTION
462;to;O
462;Room 464;LOCATION
462;with;O
462;Tylenol.;O
463;Take;ACTION
463;Aspirin;MEDICINE
463;to;O
463;ICU.;O
464;Take;ACTION
464;Paracetamol;MEDICINE
464;to;O
464;Room 348.;LOCATION
465;Transport;ACTION
465;Penlnicillin;O
465;to;O
465;Room 270.;LOCATION
466;Transport;ACTION
466;Tylenol;MEDICINE
466;to;O
466;doctors_room.;O
467;Move;ACTION
467;to;O
467;Room 177;LOCATION
467;with;O
467;Aspirin.;O
468;Send;ACTION
468;Ibuprofen;MEDICINE
468;to;O
468;doctors_room.;O
469;Navigate;ACTION
469;to;O
469;ICU;LOCATION
469;with;O
469;Paracetamol.;O
470;Take;ACTION
470;Cough;O
470;Syrup;O
470;to;O
470;emergency_room.;O
471;Go;ACTION
471;topo;O
471;Room 425;LOCATION
471;with;O
471;Cough;O
471;Syrup.;O
472;Go;ACTION
472;to;O
472;Room 314;LOCATION
472;with;O
472;Paracetamol.;O
473;Transport;ACTION
473;Ibuprofen;MEDICINE
473;to;O
473;Room 579.;LOCATION
474;Move;ACTION
474;to;O
474;emergency room;LOCATION
474;with;O
474;Tylenol.;O
475;Take;ACTION
475;Antibiotics;MEDICINE
475;to;O
475;ICU.;O
476;Head towards;ACTION
476;to;O
476;Room 123;LOCATION
476;with;O
476;Ibuprofen.;O
477;Transport;ACTION
477;Paracetamol;MEDICINE
477;to;O
477;Room 443.;LOCATION
478;Take;ACTION
478;Aspirin;MEDICINE
478;to;O
478;doctors_room.;O
479;Deliver;ACTION
479;Cough;O
479;Syrup;O
479;to;O
479;Room 147.;LOCATION
480;Bring;ACTION
480;Ibuprofen;MEDICINE
480;to;O
480;Room 293.;LOCATION
481;Go;ACTION
481;to;O
481;nurse station;LOCATION
481;with;O
481;Penicillin.;O
482;Deliver;ACTION
482;Cough;O
482;Syrup;O
482;to;O
482;Room 296.;LOCATION
483;Transport;ACTION
483;Tylenol;MEDICINE
483;to;O
483;Room 595.;LOCATION
484;Proceed;ACTION
484;to;O
484;Room 189;LOCATION
484;with;O
484;Antibiotics.;O
485;blue;O
485;Deliver;ACTION
485;Antibiotics;MEDICINE
485;to;O
485;Room 156.;LOCATION
486;Deliver;ACTION
486;Antibiotics;MEDICINE
486;to;O
486;doctors_room.;O
487;towards;O
487;Take;ACTION
487;Ibuprofen;MEDICINE
487;head;O
487;to;O
487;Room 477.;LOCATION
488;Navigate;ACTION
488;to;O
488;Room 504;LOCATION
488;with;O
488;Antibiotics.;O
489;Transport;ACTION
489;Penicillin;MEDICINE
489;to;O
489;nurse_station.;O
490;Proceed;ACTION
490;to;O
490;nurse station;LOCATION
490;with;O
490;Ibuprofen.;O
491;Send;ACTION
491;Tylenol;MEDICINE
491;to;O
491;Room 453.;LOCATION
492;Take;ACTION
492;Ibuprofen;MEDICINE
492;to;O
492;emergency_room.;O
493;Send;ACTION
493;Cough;O
493;Syrup;O
493;to;O
493;ICU.;O
494;Head towards;ACTION
494;to;O
494;Room 175;LOCATION
494;with;O
494;Ibuprofen.;O
495;Transport;ACTION
495;Antibiotics;MEDICINE
495;to;O
495;emergency_room.;O
496;Go;ACTION
496;to;O
496;Room 152;LOCATION
496;with;O
496;Antibiotics.;O
497;Take;ACTION
497;Tylenol;MEDICINE
497;to;O
497;emergency_room.;O
498;Go;ACTION
498;to;O
498;emergency room;LOCATION
498;with;O
498;Paracetamol.;O
499;Bring;ACTION
499;Aspirin;MEDICINE
499;to;O
499;nurse_station.;O
500;Take;ACTION
500;Paracetamol;MEDICINE
500;to;O
500;Room 218.;LOCATION
501;Cough;O
501;with;O
501;369;O
501;Syrup.;O
501;Room Move;LOCATION
501;to;O
502;Go;ACTION
502;to;O
502;Room 366;LOCATION
502;with;O
502;Cough;O
502;Syrup.;O
503;Head towards;ACTION
503;to;O
503;emergency room;LOCATION
503;with;O
503;Cough;O
503;Syrup.;O
504;Head towards;ACTION
504;to;O
504;emergency room;LOCATION
504;with;O
504;Cough;O
504;Syrup.;O
505;Bring;ACTION
505;Cough;O
505;Syrup;O
505;to;O
505;Room 216.;LOCATION
506;Navigate;ACTION
506;to;O
506;doctors room;LOCATION
506;with;O
506;Paracetamol.;O
507;expect;O
507;Navigate;ACTION
507;to;O
507;emergency room;LOCATION
507;with;O
507;Paracetamol.;O
508;ICU;LOCATION
508;Tylenol;MEDICINE
508;to;O
508;Room 146.;LOCATION
509;Bring;ACTION
509;Aspirin;MEDICINE
509;to;O
509;Room 138.;LOCATION
510;team;O
510;Deliver;ACTION
510;Ibuprofen;MEDICINE
510;to;O
510;Room 419.;LOCATION
511;Go;ACTION
511;to;O
511;Reception;LOCATION
511;with;O
511;Aspirin.;O
512;Bring;ACTION
512;Penicillin;MEDICINE
512;to;O
512;reception.;O
513;Navigate;ACTION
513;to;O
513;ICU;LOCATION
513;with;O
513;Aspirin.;O
514;Bring;ACTION
514;Penicillin;MEDICINE
514;to;O
514;emergency_room.;O
515;Bring;ACTION
515;Paracetamol;MEDICINE
515;to;O
515;ICU.;O
516;Deliver;ACTION
516;Antibiotics;MEDICINE
516;card;O
516;to;O
516;doctors_room.;O
517;Paracetamol.;O
517;with;O
517;nurse;O
517;Proceed;ACTION
517;station;O
517;to;O
518;Bring;ACTION
518;Ibuprofen;MEDICINE
518;to;O
518;doctors_room.;O
519;Head towards;ACTION
519;to;O
519;doctors room;LOCATION
519;with;O
519;Penicillin.;O
520;Head towards;ACTION
520;to;O
520;Room 297;LOCATION
520;with;O
520;Paracetamol.;O
521;Transport;ACTION
521;Aspirin;MEDICINE
521;to;O
521;Room 226.;LOCATION
522;Deliver;ACTION
522;Aspirin;MEDICINE
522;to;O
522;nurse_station.;O
523;Head towards;ACTION
523;to;O
523;ICU;LOCATION
523;with;O
523;Tylenol.;O
524;Send;ACTION
524;Ibuprofen;MEDICINE
524;to;O
524;Room 581.;LOCATION
525;Bring;ACTION
525;Penicillin;MEDICINE
525;to;O
525;Room 543.;LOCATION
526;Transport;ACTION
526;Cough;O
526;Syrup;O
526;to;O
526;doctors_room.;O
527;Deliver;ACTION
527;Paracetamol;MEDICINE
527;tobo;O
527;doctors_room.;O
528;towards;O
528;Navigate;ACTION
528;to;O
528;Room head;LOCATION
528;114;O
528;with;O
528;Ibuprofen.;O
529;Navigate;ACTION
529;to;O
529;Reception;LOCATION
529;with;O
529;Aspirin.;O
530;Head towards;ACTION
530;to;O
530;nurse station;LOCATION
530;with;O
530;Paracetamol.;O
531;Navigate;ACTION
531;to;O
531;Room 222;LOCATION
531;with;O
531;Tylenol.;O
532;Deliver;ACTION
532;Ibuprofen;MEDICINE
532;to;O
532;Room 509.;LOCATION
533;Send;ACTION
533;Paracetamol;MEDICINE
533;to;O
533;doctors_room.;O
534;Take;ACTION
534;Cough;O
534;Syrup;O
534;to;O
534;doctors_room.;O
535;Transport;ACTION
535;Paracetamol;MEDICINE
535;to;O
535;Room 556.;LOCATION
536;Go;ACTION
536;to;O
536;Room 430;LOCATION
536;with;O
536;Penicillin.;O
537;Transport;ACTION
537;Paracetamol;MEDICINE
537;to;O
537;Room 40w02.;LOCATION
538;Take;ACTION
538;Tylenol;MEDICINE
538;to;O
538;ICU.;O
539;Take;ACTION
539;Aspirin;MEDICINE
539;to;O
539;ICU.;O
540;Go;ACTION
540;to;O
540;nurse station;LOCATION
540;with;O
540;Paracetamol.;O
541;Go;ACTION
541;to;O
541;Room 154;LOCATION
541;with;O
541;Penicillin.;O
542;Take;ACTION
542;Antibiotics;MEDICINE
542;to;O
542;break;O
542;Room 572.;LOCATION
543;Proceed;ACTION
543;to;O
543;reception;LOCATION
543;with;O
543;Cough;O
543;Syrup.;O
544;Go;ACTION
544;to;O
544;Room 251;LOCATION
544;with;O
544;Penicillin.;O
545;Bring;ACTION
545;Cough;O
545;Syrup;O
545;to;O
545;Room 447.;LOCATION
546;Send;ACTION
546;Paracetamol;MEDICINE
546;to;O
546;Room 399.;LOCATION
547;Move;ACTION
547;to;O
547;Room 347;LOCATION
547;with;O
547;Tylenol.;O
548;Head towards;ACTION
548;to;O
548;Room 297;LOCATION
548;with;O
548;Ibuprofen.;O
549;towards;O
549;head;O
549;Send;ACTION
549;Cough;O
549;Syrup;O
549;to;O
549;doctors_room.;O
550;Room Tylenol.;LOCATION
550;Proceed;ACTION
550;with;O
550;378;O
550;to;O
551;Navigate;ACTION
551;to;O
551;Room 273;LOCATION
551;with;O
551;Paracetamol.;O
552;Send;ACTION
552;Paracetamol;MEDICINE
552;to;O
552;Room 495.;LOCATION
553;Bring;ACTION
553;Aspirin;MEDICINE
553;to;O
553;emergency_room.;O
554;Transport;ACTION
554;Cough;O
554;Syrup;O
554;to;O
554;Room 309.;LOCATION
555;Bring;ACTION
555;Cough;O
555;Syrup;O
555;to;O
555;reception.;O
556;Take;ACTION
556;Penicillin;MEDICINE
556;to;O
556;Room 444.;LOCATION
557;Head towards;ACTION
557;to;O
557;Room 504;LOCATION
557;with;O
557;Aspirin.;O
558;Send;ACTION
558;Antibiotics;MEDICINE
558;to;O
558;Room 215.;LOCATION
559;Go;ACTION
559;to;O
559;emergency room;LOCATION
559;with;O
559;Penicillin.;O
560;Move;ACTION
560;to;O
560;Room 468;LOCATION
560;with;O
560;Paracetamol.;O
561;Bring;ACTION
561;Ibuprofen;MEDICINE
561;to;O
561;reception.;O
562;Bring;ACTION
562;Paracetamol;MEDICINE
562;to;O
562;reception.;O
563;Bring;ACTION
563;Tylenol;MEDICINE
563;to;O
563;Room 462.;LOCATION
564;Take;ACTION
564;Ibuprofen;MEDICINE
564;to;O
564;reception.;O
565;Navigate;ACTION
565;to;O
565;Room 169;LOCATION
565;with;O
565;Antibiotics.;O
566;Proceed;ACTION
566;to;O
566;ICU;LOCATION
566;with;O
566;Tylenol.;O
567;Take;ACTION
567;Antibiotics;MEDICINE
567;to;O
567;Room 220.;LOCATION
568;Move;ACTION
568;to;O
568;emergency room;LOCATION
568;with;O
568;Aspirin.;O
569;Navigate;ACTION
569;to;O
569;Reception;LOCATION
569;ICU;LOCATION
569;with;O
569;Ibuprofen.;O
570;Head towards;ACTION
570;to;O
570;Room 275;LOCATION
570;with;O
570;Aspirin.;O
571;college;O
571;Take;ACTION
571;Ibuprofen;MEDICINE
571;to;O
571;Room 439.;LOCATION
572;Go;ACTION
572;to;O
572;Room 194;LOCATION
572;with;O
572;Cough;O
572;Syrup.;O
573;Head towards;ACTION
573;to;O
573;reception;LOCATION
573;with;O
573;Aspirin.;O
574;Bring;ACTION
574;Paracetamol;MEDICINE
574;to;O
574;reception.;O
575;Move;ACTION
575;to;O
575;emergency room;LOCATION
575;with;O
575;Cough;O
575;Syrup.;O
576;Take;ACTION
576;Antibiotics;MEDICINE
576;to;O
576;emergency_room.;O
577;Take;ACTION
577;Aspirin;MEDICINE
577;to;O
577;nurse_station.;O
578;Bring;ACTION
578;Penicillin;MEDICINE
578;to;O
578;Room 402.;LOCATION
579;Proceed;ACTION
579;to;O
579;emergency room;LOCATION
579;with;O
579;Tylenol.;O
580;Take;ACTION
580;Tylenol;MEDICINE
580;to;O
580;Room 312.;LOCATION
581;Deliver;ACTION
581;Paracetamol;MEDICINE
581;to;O
581;Room 413.;LOCATION
582;Deliver;ACTION
582;Ibuprofen;MEDICINE
582;to;O
582;reception.;O
583;Navigate;ACTION
583;to;O
583;doctors room;LOCATION
583;with;O
583;Cough;O
583;Syrup.;O
584;Send;ACTION
584;Penicillin;MEDICINE
584;to;O
584;Room 113.;LOCATION
585;Head towards;ACTION
585;to;O
585;Room 162;LOCATION
585;with;O
585;Cough;O
585;Syrup.;O
586;Go;ACTION
586;to;O
586;ICU;LOCATION
586;with;O
586;Ibuprofen.;O
587;Navigate;ACTION
587;to;O
587;nurse station;LOCATION
587;with;O
587;Ibuprofen.;O
588;Proceed;ACTION
588;to;O
588;Room 521;LOCATION
588;with;O
588;Cough;O
588;Syrup.;O
589;Take;ACTION
589;Cough;O
589;Syrup;O
589;to;O
589;Room 156.;LOCATION
590;Bring;ACTION
590;Aspirin;MEDICINE
590;to;O
590;Room 258.;LOCATION
